Model,Combination,VidID,Set,CCC
B3-MFN,ALV,178_5,Train,0.917258001968679
B3-MFN,ALV,178_6,Train,0.5797193030528618
B3-MFN,ALV,179_1,Train,0.9370257696747382
B3-MFN,ALV,179_3,Train,0.6630304690137951
B3-MFN,ALV,179_4,Train,0.7601366282324018
B3-MFN,ALV,179_5,Train,0.8569745977951708
B3-MFN,ALV,179_6,Train,0.8251019917343043
B3-MFN,ALV,180_1,Train,0.8080085628854853
B3-MFN,ALV,180_2,Train,0.7987913197558753
B3-MFN,ALV,180_3,Train,0.8366660335252829
B3-MFN,ALV,180_4,Train,0.7387056039263775
B3-MFN,ALV,180_5,Train,0.7946461216207186
B3-MFN,ALV,180_6,Train,0.8901476728581993
B3-MFN,ALV,115_2,Valid,0.01729252670778958
B3-MFN,ALV,115_3,Valid,-0.191666564377722
B3-MFN,ALV,115_5,Valid,0.3706024411844386
B3-MFN,ALV,115_6,Valid,0.5982121004344542
B3-MFN,ALV,117_1,Valid,0.1195290645714866
B3-MFN,ALV,117_2,Valid,0.8734968426811095
B3-MFN,ALV,117_3,Valid,0.42553183851051063
B3-MFN,ALV,117_4,Valid,0.5899448165161342
B3-MFN,ALV,117_5,Valid,0.24126946978744518
B3-MFN,ALV,117_6,Valid,0.3853605921818006
B3-MFN,ALV,124_1,Valid,0.7101432369355989
B3-MFN,ALV,124_2,Valid,0.7718765299970971
B3-MFN,ALV,124_3,Valid,0.5748118285197266
B3-MFN,ALV,124_6,Valid,0.5300260218854524
B3-MFN,ALV,128_2,Valid,-0.17224872796826285
B3-MFN,ALV,128_5,Valid,0.30504538397884967
B3-MFN,ALV,128_6,Valid,0.6622458235484721
B3-MFN,ALV,131_1,Valid,0.42033997047460403
B3-MFN,ALV,131_2,Valid,-0.05971587374207037
B3-MFN,ALV,131_3,Valid,0.42241693163179866
B3-MFN,ALV,131_5,Valid,0.8119936842093504
B3-MFN,ALV,131_6,Valid,0.04062400015069946
B3-MFN,ALV,137_1,Valid,0.047526882959508986
B3-MFN,ALV,137_2,Valid,0.46849191372709853
